Gene	Cell_Type
FOXF2	Endothelial_cells_(blood_brain_barrier)
FOXL2	Endothelial_cells_(blood_brain_barrier)
FOXQ1	Endothelial_cells_(blood_brain_barrier)
LEF1	Endothelial_cells_(blood_brain_barrier)
PPARD	Endothelial_cells_(blood_brain_barrier)
ZFP551	Endothelial_cells_(blood_brain_barrier)
ZIC3	Endothelial_cells_(blood_brain_barrier)
ALCAM	Endothelial_cells_(blood_brain_barrier)
GFRA3	Enteric_glia_cells
MPZ	Enteric_glia_cells
LGI4	Enteric_glia_cells
RGS16	Enteric_glia_cells
ALDH1A1	Enteric_glia_cells
L1CAM	Enteric_glia_cells
CXCL14	Enteric_glia_cells
DKK3	Enteric_glia_cells
INTS6	Enteric_glia_cells
DHRS3	Enteric_glia_cells
SOX10	Enteric_glia_cells
GFAP	Enteric_glia_cells
S100B	Enteric_glia_cells
NOS2	Enteric_glia_cells
FOXD3	Enteric_glia_cells
ALDH1A3	Enteric_glia_cells
SLC18A2	Enteric_glia_cells
HIVEP3	Enteric_neurons
PLEKHA5	Enteric_neurons
IGF2BP3	Enteric_neurons
ARHGAP26	Enteric_neurons
TTBK2	Enteric_neurons
ASTN1	Enteric_neurons
CACNA1E	Enteric_neurons
TUB	Enteric_neurons
FILIP1	Enteric_neurons
GCNT2	Enteric_neurons
VEZT	Enteric_neurons
RET	Enteric_neurons
AHDC1	Enteric_neurons
MAP6	Enteric_neurons
RGMB	Enteric_neurons
FBXO7	Enteric_neurons
PPP2R5B	Enteric_neurons
SNX21	Enteric_neurons
FSTL5	Enteric_neurons
LIX1	Enteric_neurons
RGS3	Enteric_neurons
CYTH3	Enteric_neurons
TSHZ1	Enteric_neurons
STXBP5	Enteric_neurons
ATF5	Enteric_neurons
DMKN	Enteric_neurons
CACNA1B	Enteric_neurons
PIK3CA	Enteric_neurons
ZDHHC2	Enteric_neurons
MYL1	Enteric_neurons
EML5	Enteric_neurons
MFSD6	Enteric_neurons
SCN7A	Enteric_neurons
ARHGEF28	Enteric_neurons
HAND2	Enteric_neurons
VSTM2L	Enteric_neurons
FAM19A5	Enteric_neurons
EFNA5	Enteric_neurons
HOXB4	Enteric_neurons
TLX2	Enteric_neurons
GOLGA7B	Enteric_neurons
SLC18A3	Enteric_neurons
TOX	Enteric_neurons
CELF6	Enteric_neurons
GPR22	Enteric_neurons
PLCE1	Enteric_neurons
CYB561	Enteric_neurons
GFRA2	Enteric_neurons
FLOT2	Enteric_neurons
SLC7A14	Enteric_neurons
JPH3	Enteric_neurons
CASZ1	Enteric_neurons
TAC1	Enteric_neurons
SCN3A	Enteric_neurons
CHRNA3	Enteric_neurons
PARVA	Enteric_neurons
SLC10A4	Enteric_neurons
TM4SF4	Enteric_neurons
FAM19A1	Enteric_neurons
SLC5A7	Enteric_neurons
PHOX2B	Enteric_neurons
PIRT	Enteric_neurons
HOXB5	Enteric_neurons
HOXA5	Enteric_neurons
GAL	Enteric_neurons
CARTPT	Enteric_neurons
NMU	Enteric_neurons
VIP	Enteric_neurons
CCK	Enteric_neurons
REG4	Enterochromaffin_cells
AFP	Enterochromaffin_cells
SLC18A1	Enterochromaffin_cells
LMX1A	Enterochromaffin_cells
TRPA1	Enterochromaffin_cells
FGF1	Enterochromaffin_cells
PIEZO2	Enterochromaffin_cells
ADGRG4	Enterochromaffin_cells
ADM	Enterochromaffin_cells
TPH1	Enterochromaffin_cells
CRH	Enterochromaffin_cells
GJB1	Enterochromaffin_cells
GATA4	Enterocytes
LYPD8	Enterocytes
NLRP6	Enterocytes
KRT20	Enterocytes
MYO1A	Enterocytes
PPARG	Enterocytes
SLC15A1	Enterocytes
FLOT2	Enterocytes
APOBEC1	Enterocytes
PLIN3	Enterocytes
SLC10A2	Enterocytes
SLC40A1	Enterocytes
SLC5A1	Enterocytes
NPC1L1	Enterocytes
FABP1	Enterocytes
ANPEP	Enterocytes
CPS1	Enterocytes
DPP4	Enterocytes
SLC2A5	Enterocytes
ALPI	Enterocytes
FABP2	Enterocytes
LCT	Enterocytes
VIL1	Enterocytes
CLCA4B	Enterocytes
FUOM	Enterocytes
FAHD1	Enterocytes
OTC	Enterocytes
CDH17	Enterocytes
KHK	Enterocytes
ABHD11	Enterocytes
OLFR77	Enterocytes
VDR	Enterocytes
EHF	Enterocytes
CDC42EP5	Enterocytes
DEFA24	Enterocytes
CASP6	Enterocytes
HNF4A	Enterocytes
AQP1	Enterocytes
TMEM45B	Enterocytes
RGMB	Enterocytes
PDHA1	Enterocytes
CDO1	Enterocytes
ELF3	Enterocytes
KRTCAP3	Enterocytes
DEGS2	Enterocytes
TMC4	Enterocytes
PRSS32	Enterocytes
PPP1R14D	Enterocytes
TM4SF5	Enterocytes
RNF186	Enterocytes
CEACAM1	Enterocytes
KLF5	Enterocytes
CDX1	Enterocytes
CDX2	Enterocytes
CLDN15	Enterocytes
ASCL2	Enterocytes
SMOC2	Enterocytes
PRR15L	Enterocytes
FBP2	Enterocytes
SDSL	Enterocytes
GKN3	Enterocytes
FERMT1	Enterocytes
ALDOB	Enterocytes
MUC13	Enterocytes
PHGR1	Enterocytes
PRAP1	Enterocytes
CCL25	Enterocytes
LGALS2	Enterocytes
SPON2	Enterocytes
ASPN	Enterocytes
CTRB1	Enterocytes
CD55	Enterocytes
CDH19	Enterocytes
SLC35F1	Enterocytes
G0S2	Enterocytes
GULP1	Enterocytes
NKD2	Enterocytes
COL18A1	Enterocytes
SOX10	Enterocytes
COL20A1	Enterocytes
PMEPA1	Enterocytes
GFRA2	Enterocytes
ART3	Enterocytes
SLC26A2	Enterocytes
CAR1	Enterocytes
TRY4	Enterocytes
TRY5	Enterocytes
PRSS2	Enterocytes
L1CAM	Enterocytes
SLC11A2	Enterocytes
SLC26A3	Enterocytes
APOA1	Enterocytes
APOA4	Enterocytes
CBR1	Enterocytes
EPHX2	Enterocytes
GSTM3	Enterocytes
ADH6A	Enterocytes
CREB3L3	Enterocytes
MEP1A	Enterocytes
FGF15	Enterocytes
MUC3	Enterocytes
CLEC2H	Enterocytes
FABP6	Enterocytes
RBP2	Enterocytes
APOB	Enterocytes
MTTP	Enterocytes
SLC2A2	Enterocytes
APOC3	Enterocytes
CD36	Enterocytes
REG3A	Enterocytes
ISX	Enterocytes
S100G	Enterocytes
SLC28A1	Enterocytes
SLC28A2	Enterocytes
SLC30A10	Enterocytes
SLC51B	Enterocytes
VNN1	Enterocytes
SLC23A1	Enterocytes
TREH	Enterocytes
ABCC2	Enterocytes
ABCG5	Enterocytes
DMBT1	Enterocytes
ABCG8	Enterocytes
PLIN2	Enterocytes
GSTA1	Enterocytes
CYBRD1	Enterocytes
ABCG2	Enterocytes
NR1H4	Enterocytes
DAB1	Enterocytes
TM6SF2	Enterocytes
NR5A2	Enterocytes
PDZK1	Enterocytes
ACSL5	Enterocytes
AQP11	Enterocytes
AQP7	Enterocytes
AQP8	Enterocytes
HMOX1	Enterocytes
SLC39A5	Enterocytes
SLC51A	Enterocytes
TRPM6	Enterocytes
MOGAT2	Enterocytes
GLS	Enterocytes
MAOA	Enterocytes
DGAT1	Enterocytes
DGAT2	Enterocytes
NPSR1	Enteroendocrine_cells
FFAR3	Enteroendocrine_cells
SCN3A	Enteroendocrine_cells
NEUROG3	Enteroendocrine_cells
FFAR1	Enteroendocrine_cells
ARX	Enteroendocrine_cells
NKX2-2	Enteroendocrine_cells
SCT	Enteroendocrine_cells
CCK	Enteroendocrine_cells
GFRA3	Enteroendocrine_cells
VWA5B2	Enteroendocrine_cells
NEUROD1	Enteroendocrine_cells
SCGN	Enteroendocrine_cells
PCSK1	Enteroendocrine_cells
ISL1	Enteroendocrine_cells
FABP5	Enteroendocrine_cells
TAC1	Enteroendocrine_cells
RIMBP2	Enteroendocrine_cells
PAX6	Enteroendocrine_cells
GIP	Enteroendocrine_cells
GLP1R	Enteroendocrine_cells
PYY	Enteroendocrine_cells
GLP2R	Enteroendocrine_cells
GAST	Enteroendocrine_cells
NTS	Enteroendocrine_cells
SST	Enteroendocrine_cells
GPR119	Enteroendocrine_cells
GCG	Enteroendocrine_cells
CHGB	Enteroendocrine_cells
CPE	Enteroendocrine_cells
GAL	Enteroendocrine_cells
NUCB2	Enteroendocrine_cells
IAPP	Enteroendocrine_cells
GHRL	Enteroendocrine_cells
CHGA	Enteroendocrine_cells
TRPA1	Enteroendocrine_cells
ENPP2	Enteroendocrine_cells
AFP	Enteroendocrine_cells
VEGFA	Enteroendocrine_cells
FFAR4	Enteroendocrine_cells
MC4R	Enteroendocrine_cells
INSL5	Enteroendocrine_cells
SSTR2	Enteroendocrine_cells
ALCAM	Enteroendocrine_cells
TAS1R2	Enteroendocrine_cells
TAS1R3	Enteroendocrine_cells
GNAT3	Enteroendocrine_cells
C3AR1	Eosinophils
FUT4	Eosinophils
C5AR1	Eosinophils
CXCR3	Eosinophils
CCR1	Eosinophils
CCR3	Eosinophils
CD244	Eosinophils
PTGDR2	Eosinophils
S100A9	Eosinophils
PGLYRP1	Eosinophils
LTC4S	Eosinophils
EAR1	Eosinophils
EAR2	Eosinophils
EPX	Eosinophils
CD69	Eosinophils
IL5	Eosinophils
PRG2	Eosinophils
PRG3	Eosinophils
CPA3	Eosinophils
IKZF2	Eosinophils
CCL11	Eosinophils
CCL5	Eosinophils
CSF2	Eosinophils
IL5RA	Eosinophils
SIGLECF	Eosinophils
FOXJ1	Ependymal_cells
TRIM71	Ependymal_cells
SIX3	Ependymal_cells
USP18	Ependymal_cells
CETN4	Ependymal_cells
AQP4	Ependymal_cells
CELSR2	Ependymal_cells
AQP1	Ependymal_cells
GFAP	Ependymal_cells
ENKUR	Ependymal_cells
FAM216B	Ependymal_cells
KRT15	Ependymal_cells
CATIP	Ependymal_cells
DNAH12	Ependymal_cells
FAM166B	Ependymal_cells
IQCG	Ependymal_cells
SPEF2	Ependymal_cells
RABL2	Ependymal_cells
MYO16	Ependymal_cells
ODF3B	Ependymal_cells
PLXNB2	Ependymal_cells
TEKT1	Ependymal_cells
CHEK2	Ependymal_cells
CROCC	Ependymal_cells
NME9	Ependymal_cells
CFAP126	Ependymal_cells
MEIG1	Ependymal_cells
HSPA2	Ependymal_cells
CFAP65	Ependymal_cells
LRRC23	Ependymal_cells
TEKT4	Ependymal_cells
CALML4	Ependymal_cells
PIFO	Ependymal_cells
CRYGN	Ependymal_cells
HDC	Ependymal_cells
FAM183B	Ependymal_cells
PCP4L1	Ependymal_cells
DYNLRB2	Ependymal_cells
TMEM107	Ependymal_cells
RIIAD1	Ependymal_cells
TMEM212	Ependymal_cells
RSPH1	Ependymal_cells
CCDC153	Ependymal_cells
S100B	Ependymal_cells
AK7	Ependymal_cells
RARRES2	Ependymal_cells
PVALB	Ependymal_cells
ANGPTL2	Ependymal_cells
CFAP54	Ependymal_cells
STOML3	Ependymal_cells
PLTP	Ependymal_cells
SSPO	Ependymal_cells
EFNB3	Ependymal_cells
MYB	Ependymal_cells
RFX2	Ependymal_cells
ZMYND10	Ependymal_cells
AK8	Ependymal_cells
CFAP44	Ependymal_cells
TM4SF1	Ependymal_cells
NANOG	Epiblast_cells
POU5F1	Epiblast_cells
ERAS	Epiblast_cells
CDH1	Epiblast_cells
EPCAM	Epiblast_cells
CLDN6	Epiblast_cells
CLDN7	Epiblast_cells
FGF15	Epiblast_cells
SLC35D3	Epiblast_cells
TDGF1	Epiblast_cells
CXCL12	Epiblast_cells
SOX11	Epiblast_cells
LEF1	Epiblast_cells
CRMP1	Epiblast_cells
DPYSL5	Epiblast_cells
BCL11A	Epiblast_cells
INA	Epiblast_cells
MFAP2	Epiblast_cells
CEACAM1	Epithelial_cells
ST6GAL1	Epithelial_cells
ITGB4	Epithelial_cells
IL1R1	Epithelial_cells
PROM1	Epithelial_cells
CDH1	Epithelial_cells
KRT1	Epithelial_cells
KRT7	Epithelial_cells
MUC1	Epithelial_cells
ICAM1	Epithelial_cells
KRT14	Epithelial_cells
KRT5	Epithelial_cells
ITGAL	Epithelial_cells
CD2	Epithelial_cells
ITGA5	Epithelial_cells
ITGA4	Epithelial_cells
ITGA2	Epithelial_cells
KRT16	Epithelial_cells
SCNN1A	Epithelial_cells
KRT15	Epithelial_cells
ITGA1	Epithelial_cells
KRT2	Epithelial_cells
SCNN1B	Epithelial_cells
SCNN1G	Epithelial_cells
BOK	Epithelial_cells
NKD1	Epithelial_cells
FZD6	Epithelial_cells
DKK3	Epithelial_cells
NRP2	Epithelial_cells
KAP	Epithelial_cells
SFRP5	Epithelial_cells
RAI14	Epithelial_cells
DEFB1	Epithelial_cells
KLK1	Epithelial_cells
AGR2	Epithelial_cells
APOA1	Epithelial_cells
GPA33	Epithelial_cells
ANPEP	Epithelial_cells
CRYBA1	Epithelial_cells
BMI1	Epithelial_cells
BRCA1	Epithelial_cells
MUC16	Epithelial_cells
CEACAM5	Epithelial_cells
CTSE	Epithelial_cells
SCGB1A1	Epithelial_cells
EXO1	Epithelial_cells
FOXA1	Epithelial_cells
GABRP	Epithelial_cells
GGT1	Epithelial_cells
SFN	Epithelial_cells
KRT13	Epithelial_cells
LTF	Epithelial_cells
SLC46A2	Epithelial_cells
KLK10	Epithelial_cells
P2RX7	Epithelial_cells
CDKN2A	Epithelial_cells
CDH3	Epithelial_cells
PSCA	Epithelial_cells
AGER	Epithelial_cells
ZFP42	Epithelial_cells
SPRR1B	Epithelial_cells
TTR	Epithelial_cells
TM4SF20	Epithelial_cells
TSTD1	Epithelial_cells
SYCN	Epithelial_cells
HBEGF	Epithelial_cells
PIGR	Epithelial_cells
PRSS32	Epithelial_cells
MUC13	Epithelial_cells
SELENBP1	Epithelial_cells
ELF3	Epithelial_cells
MUC3	Epithelial_cells
OIT1	Epithelial_cells
TSPAN1	Epithelial_cells
GUCA2A	Epithelial_cells
PHGR1	Epithelial_cells
LYPD8	Epithelial_cells
LGALS4	Epithelial_cells
GATA2	Epithelial_cells
SEC23B	Epithelial_cells
TSPAN8	Epithelial_cells
DLX5	Epithelial_cells
DGAT2	Epithelial_cells
ITPR2	Epithelial_cells
THRSP	Epithelial_cells
PLA2G4A	Epithelial_cells
SLC25A48	Epithelial_cells
PGR	Epithelial_cells
ZFP322A	Epithelial_cells
FERMT1	Epithelial_cells
ZFP704	Epithelial_cells
EHF	Epithelial_cells
PLEKHS1	Epithelial_cells
CDKL1	Epithelial_cells
MECOM	Epithelial_cells
MSX1	Epithelial_cells
RNF128	Epithelial_cells
ANLN	Epithelial_cells
CKAP2	Epithelial_cells
HMMR	Epithelial_cells
KIF15	Epithelial_cells
CKAP2L	Epithelial_cells
KIF20B	Epithelial_cells
HIRIP3	Epithelial_cells
INCENP	Epithelial_cells
KIF23	Epithelial_cells
PRC1	Epithelial_cells
ECT2	Epithelial_cells
CXCL10	Epithelial_cells
CCL20	Epithelial_cells
CXCL17	Epithelial_cells
PRG4	Epithelial_cells
ALOX15	Epithelial_cells
F5	Epithelial_cells
EMILIN2	Epithelial_cells
SAA3	Epithelial_cells
SPRR2A1	Epithelial_cells
SPTSSB	Epithelial_cells
FMO5	Epithelial_cells
IVL	Epithelial_cells
VSIG2	Epithelial_cells
AQP3	Epithelial_cells
PAQR5	Epithelial_cells
EPCAM	Epithelial_cells
CLDN1	Epithelial_cells
OCLN	Epithelial_cells
MUC5AC	Epithelial_cells
GHRL	Epsilon_cells
ANXA13	Epsilon_cells
PHGR1	Epsilon_cells
BMP4	Epsilon_cells
HMGCS2	Epsilon_cells
TM4SF5	Epsilon_cells
OLFML3	Epsilon_cells
ASGR1	Epsilon_cells
COX6A2	Epsilon_cells
NPY1R	Epsilon_cells
SLC7A9	Epsilon_cells
GRAMD2	Epsilon_cells
BHMT	Epsilon_cells
OPRK1	Epsilon_cells
PTGER4	Epsilon_cells
ITGA4	Epsilon_cells
EYA4	Epsilon_cells
XYLB	Epsilon_cells
ELOVL2	Epsilon_cells
AFF3	Epsilon_cells
CORIN	Epsilon_cells
MYO1A	Epsilon_cells
HRH2	Epsilon_cells
CALCR	Epsilon_cells
SLC6A16	Epsilon_cells
PCSK6	Epsilon_cells
ADAMTS6	Epsilon_cells
COL22A1	Epsilon_cells
FAM124A	Epsilon_cells
COL12A1	Epsilon_cells
CD109	Epsilon_cells
THSD4	Epsilon_cells
ARX	Epsilon_cells
NKX2-2	Epsilon_cells
ACSL1	Epsilon_cells
FRZB	Epsilon_cells
MS4A8A	Epsilon_cells
VTN	Epsilon_cells
APOH	Epsilon_cells
SPINK1	Epsilon_cells
VSTM2L	Epsilon_cells
SPTSSB	Epsilon_cells
S100A6	Epsilon_cells
KRT8	Epsilon_cells
CGA	Erythroblasts
TFRC	Erythroblasts
CDH1	Erythroblasts
WRN	Erythroblasts
CD44	Erythroblasts
KLF1	Erythroblasts
BCL11A	Erythroblasts
BPGM	Erythroblasts
ETS1	Erythroblasts
EPOR	Erythroblasts
IGBP1	Erythroblasts
TFR2	Erythroblasts
GYPA	Erythroblasts
LMNB1	Erythroblasts
LRP8	Erythroblasts
GRSF1	Erythroblasts
USE1	Erythroblasts
ITGB1	Erythroblasts
CFP	Erythroblasts
ENG	Erythroblasts
KIT	Erythroblasts
LMO2	Erythroblasts
GATA1	Erythroblasts
TAL1	Erythroblasts
PIEZO1	Erythroblasts
ACTB	Erythroid-like_and_erythroid_precursor_cells
ACTG1	Erythroid-like and erythroid precursor cells
Tmsb4x	Erythroid-like and erythroid precursor cells
HBB-BS	Erythroid-like_and_erythroid_precursor_cells
ALAS2	Erythroid-like_and_erythroid_precursor_cells
HEXA	Erythroid-like_and_erythroid_precursor_cells
AQP1	Erythroid-like_and_erythroid_precursor_cells
CCNA2	Erythroid-like_and_erythroid_precursor_cells
PKLR	Erythroid-like_and_erythroid_precursor_cells
LOX	Erythroid-like_and_erythroid_precursor_cells
ARG1	Erythroid-like_and_erythroid_precursor_cells
CEACAM1	Erythroid-like_and_erythroid_precursor_cells
CD36	Erythroid-like_and_erythroid_precursor_cells
GYPA	Erythroid-like_and_erythroid_precursor_cells
THBS1	Erythroid-like_and_erythroid_precursor_cells
ITGA4	Erythroid-like_and_erythroid_precursor_cells
FECH	Erythroid-like_and_erythroid_precursor_cells
EPOR	Erythroid-like_and_erythroid_precursor_cells
KIT	Erythroid-like_and_erythroid_precursor_cells
BPGM	Erythroid-like_and_erythroid_precursor_cells
DCAF12	Erythroid-like_and_erythroid_precursor_cells
HEMGN	Erythroid-like_and_erythroid_precursor_cells
HMBS	Erythroid-like_and_erythroid_precursor_cells
NCOA4	Erythroid-like_and_erythroid_precursor_cells
RBM38	Erythroid-like_and_erythroid_precursor_cells
UCP2	Erythroid-like_and_erythroid_precursor_cells
UBB	Erythroid-like_and_erythroid_precursor_cells
TMCC2	Erythroid-like_and_erythroid_precursor_cells
SLC4A1	Erythroid-like_and_erythroid_precursor_cells
SLC25A39	Erythroid-like_and_erythroid_precursor_cells
SLC25A37	Erythroid-like_and_erythroid_precursor_cells
FOSB	Erythroid-like_and_erythroid_precursor_cells
GH	Erythroid-like_and_erythroid_precursor_cells
HTATSF1	Erythroid-like_and_erythroid_precursor_cells
EPB41	Erythroid-like_and_erythroid_precursor_cells
RSAD2	Erythroid-like_and_erythroid_precursor_cells
CAR1	Erythroid-like_and_erythroid_precursor_cells
COX6B2	Erythroid-like_and_erythroid_precursor_cells
APOA1	Erythroid-like_and_erythroid_precursor_cells
ASNS	Erythroid-like_and_erythroid_precursor_cells
HIST1H2AO	Erythroid-like_and_erythroid_precursor_cells
STFA1	Erythroid-like_and_erythroid_precursor_cells
ALAD	Erythroid-like_and_erythroid_precursor_cells
S100A9	Erythroid-like_and_erythroid_precursor_cells
AHSG	Erythroid-like_and_erythroid_precursor_cells
S100A8	Erythroid-like_and_erythroid_precursor_cells
HBA-A2	Erythroid-like_and_erythroid_precursor_cells
HBB-BT	Erythroid-like_and_erythroid_precursor_cells
HBA-A1	Erythroid-like_and_erythroid_precursor_cells
ERMAP	Erythroid-like_and_erythroid_precursor_cells
KCNN4	Erythroid-like_and_erythroid_precursor_cells
PAN3	Erythroid-like_and_erythroid_precursor_cells
PFAS	Erythroid-like_and_erythroid_precursor_cells
VAMP5	Erythroid-like_and_erythroid_precursor_cells
HBB-BH1	Erythroid-like_and_erythroid_precursor_cells
HBA-X	Erythroid-like_and_erythroid_precursor_cells
PNPO	Erythroid-like_and_erythroid_precursor_cells
TSPO2	Erythroid-like_and_erythroid_precursor_cells
RHD	Erythroid-like_and_erythroid_precursor_cells
KLF1	Erythroid-like_and_erythroid_precursor_cells
CLDN13	Erythroid-like_and_erythroid_precursor_cells
TSPAN33	Erythroid-like_and_erythroid_precursor_cells
EPB42	Erythroid-like_and_erythroid_precursor_cells
CD44	Erythroid-like_and_erythroid_precursor_cells
CD47	Erythroid-like_and_erythroid_precursor_cells
CD55	Erythroid-like_and_erythroid_precursor_cells
CD59A	Erythroid-like_and_erythroid_precursor_cells
EDRF1	Erythroid-like_and_erythroid_precursor_cells
EPB41L2	Erythroid-like_and_erythroid_precursor_cells
GYPC	Erythroid-like_and_erythroid_precursor_cells
KEL	Erythroid-like_and_erythroid_precursor_cells
RHAG	Erythroid-like_and_erythroid_precursor_cells
THRB	Erythroid-like_and_erythroid_precursor_cells
UROD	Erythroid-like_and_erythroid_precursor_cells
UROS	Erythroid-like_and_erythroid_precursor_cells
SNCA	Erythroid-like_and_erythroid_precursor_cells
Csmd1	Fibroblasts
C1S1	Fibroblasts
BGN	Fibroblasts
C4B	Fibroblasts
CYGB	Fibroblasts
IL1R1	Fibroblasts
FAP	Fibroblasts
FLI1	Fibroblasts
CELA1	Fibroblasts
LOX	Fibroblasts
PDGFRB	Fibroblasts
P4HA1	Fibroblasts
UCP2	Fibroblasts
CCR2	Fibroblasts
MS4A4C	Fibroblasts
ITGAL	Fibroblasts
EAR2	Fibroblasts
FGR	Fibroblasts
HCK	Fibroblasts
ADGRE4	Fibroblasts
TNFRSF1B	Fibroblasts
PRKCD	Fibroblasts
ENO3	Fibroblasts
CD209A	Fibroblasts
ABI3	Fibroblasts
TREML4	Fibroblasts
LY6I	Fibroblasts
PIP4K2A	Fibroblasts
CD300E	Fibroblasts
SERPINB10	Fibroblasts
CTHRC1	Fibroblasts
TBX18	Fibroblasts
COL15A1	Fibroblasts
GJB2	Fibroblasts
IL34	Fibroblasts
EDN3	Fibroblasts
SLC6A13	Fibroblasts
VTN	Fibroblasts
ITIH5	Fibroblasts
LUM	Fibroblasts
DPT	Fibroblasts
POSTN	Fibroblasts
PENK	Fibroblasts
MMP14	Fibroblasts
COL6A2	Fibroblasts
FABP4	Fibroblasts
ASPN	Fibroblasts
ANGPTL2	Fibroblasts
EFEMP1	Fibroblasts
SCARA5	Fibroblasts
IGFBP3	Fibroblasts
COPZ2	Fibroblasts
DPEP1	Fibroblasts
ADAMTS5	Fibroblasts
COL5A1	Fibroblasts
CD248	Fibroblasts
PI16	Fibroblasts
PAMR1	Fibroblasts
TNXB	Fibroblasts
MMP2	Fibroblasts
COL14A1	Fibroblasts
CLEC3B	Fibroblasts
IGFBP6	Fibroblasts
AKR1C18	Fibroblasts
COL5A2	Fibroblasts
FBN1	Fibroblasts
MFAP5	Fibroblasts
FKBP10	Fibroblasts
PALLD	Fibroblasts
WIF1	Fibroblasts
SNHG18	Fibroblasts
CDH11	Fibroblasts
PTCH1	Fibroblasts
ARAP1	Fibroblasts
FBLN2	Fibroblasts
IGF1	Fibroblasts
PRRX1	Fibroblasts
FKBP7	Fibroblasts
OAF	Fibroblasts
COL6A3	Fibroblasts
CTSK	Fibroblasts
DKK1	Fibroblasts
RARRES2	Fibroblasts
GREM1	Fibroblasts
SPON2	Fibroblasts
TCF21	Fibroblasts
PCSK6	Fibroblasts
COL8A1	Fibroblasts
ENTPD2	Fibroblasts
MMP23	Fibroblasts
CXCL3	Fibroblasts
IL6	Fibroblasts
CYP1B1	Fibroblasts
COL13A1	Fibroblasts
ADAMTS10	Fibroblasts
CCL11	Fibroblasts
ADAM33	Fibroblasts
COL4A3	Fibroblasts
COL4A4	Fibroblasts
LAMA2	Fibroblasts
ACKR3	Fibroblasts
CD55	Fibroblasts
FBLN7	Fibroblasts
FIBIN	Fibroblasts
THBS2	Fibroblasts
NOV	Fibroblasts
PTX3	Fibroblasts
MMP3	Fibroblasts
LRRK1	Fibroblasts
HGF	Fibroblasts
FRZB	Fibroblasts
COL12A1	Fibroblasts
COL7A1	Fibroblasts
MEOX1	Fibroblasts
PRG4	Fibroblasts
PKD2	Fibroblasts
CCL19	Fibroblasts
NNMT	Fibroblasts
FOXF1	Fibroblasts
HAS1	Fibroblasts
CTGF	Fibroblasts
ERCC1	Fibroblasts
WISP1	Fibroblasts
TWIST2	Fibroblasts
RIPK3	Fibroblasts
DDR2	Fibroblasts
ELN	Fibroblasts
FN1	Fibroblasts
HHIP	Fibroblasts
FMO2	Fibroblasts
COL1A2	Fibroblasts
COL3A1	Fibroblasts
VIM	Fibroblasts
FSTL1	Fibroblasts
GSN	Fibroblasts
SPARC	Fibroblasts
S100A4	Fibroblasts
NT5E	Fibroblasts
COL1A1	Fibroblasts
MGP	Fibroblasts
NOX4	Fibroblasts
THY1	Fibroblasts
CD40	Fibroblasts
SERPINH1	Fibroblasts
CD44	Fibroblasts
PDGFRA	Fibroblasts
EN1	Fibroblasts
DCN	Fibroblasts
CEBPB	Fibroblasts
EGR1	Fibroblasts
FOSB	Fibroblasts
FOSL2	Fibroblasts
HIF1A	Fibroblasts
KLF2	Fibroblasts
KLF4	Fibroblasts
KLF6	Fibroblasts
KLF9	Fibroblasts
NFAT5	Fibroblasts
NFATC1	Fibroblasts
NFKB1	Fibroblasts
NR4A1	Fibroblasts
NR4A2	Fibroblasts
PBX1	Fibroblasts
RUNX1	Fibroblasts
STAT3	Fibroblasts
TCF4	Fibroblasts
ZEB2	Fibroblasts
LAMC1	Fibroblasts
MEDAG	Fibroblasts
MS4A4D	Fibroblasts
LAMB1	Fibroblasts
DKK3	Fibroblasts
TBX20	Fibroblasts
MDK	Fibroblasts
GSTM5	Fibroblasts
NGF	Fibroblasts
VEGFA	Fibroblasts
FGF2	Fibroblasts
P4HTM	Fibroblasts
CKAP4	Fibroblasts
INMT	Fibroblasts
CXCL14	Fibroblasts
TTF1	Follicular_cells
SLC6A4	Follicular_cells
KCNIP3	Follicular_cells
TSHR	Follicular_cells
TG	Follicular_cells
IYD	Follicular_cells
ASGR1	Follicular_cells
PRLR	Follicular_cells
TPO	Follicular_cells
DIO1	Follicular_cells
SLC26A7	Follicular_cells
CDH16	Follicular_cells
SLC16A11	Follicular_cells
FOXE1	Follicular_cells
MUC1	Foveolar_cells
ANXA10	Foveolar_cells
MUC5AC	Foveolar_cells
TFF1	Foveolar_cells
FOXQ1	Foveolar_cells
SULT1C2	Foveolar_cells
PTGR1	Foveolar_cells
GSDMA2	Foveolar_cells
PLA2G1B	Foveolar_cells
CLPS	Foveolar_cells
GSTA1	Foveolar_cells
PGC	Foveolar_cells
SPRR2A1	Foveolar_cells
TFF2	Foveolar_cells
LGALS2	Foveolar_cells
PSCA	Foveolar_cells
SPRR2A3	Foveolar_cells
GKN2	Foveolar_cells
GKN1	Foveolar_cells
CLDN18	Foveolar_cells
KRT20	Foveolar_cells
LGALS4	Foveolar_cells
AKR1B10	Foveolar_cells
IL33	Foveolar_cells
SLC6A1	GABAergic_neurons
GABBR2	GABAergic_neurons
GAD1	GABAergic_neurons
GADD45B	GABAergic_neurons
PAX2	GABAergic_neurons
SLC32A1	GABAergic_neurons
GAD2	GABAergic_neurons
VIP	GABAergic_neurons
SST	GABAergic_neurons
PVALB	GABAergic_neurons
TNFAIP8L3	GABAergic_neurons
SEMA3C	GABAergic_neurons
MYBPC1	GABAergic_neurons
PARM1	GABAergic_neurons
DLX1	GABAergic_neurons
