Gene	Cell_Type
Cdh3	Fibroblasts_Skin_associated_tissue_compartment6
Cdkn1c	Fibroblasts_Skin_associated_tissue_compartment6
Cdon	Fibroblasts_Skin_associated_tissue_compartment6
Chd3	Fibroblasts_Skin_associated_tissue_compartment6
Col8a1	Fibroblasts_Skin_associated_tissue_compartment6
Crabp2	Fibroblasts_Skin_associated_tissue_compartment6
Creb5	Fibroblasts_Skin_associated_tissue_compartment6
Cxcl12	Fibroblasts_Skin_associated_tissue_compartment6
Dnm3	Fibroblasts_Skin_associated_tissue_compartment6
E330013P04Rik	Fibroblasts_Skin_associated_tissue_compartment6
Emx2	Fibroblasts_Skin_associated_tissue_compartment6
Emx2os	Fibroblasts_Skin_associated_tissue_compartment6
Epha3	Fibroblasts_Skin_associated_tissue_compartment6
Epha4	Fibroblasts_Skin_associated_tissue_compartment6
Fam101b	Fibroblasts_Skin_associated_tissue_compartment6
Fat1	Fibroblasts_Skin_associated_tissue_compartment6
Fbln5	Fibroblasts_Skin_associated_tissue_compartment6
Fgf7	Fibroblasts_Skin_associated_tissue_compartment6
Fras1	Fibroblasts_Skin_associated_tissue_compartment6
Fzd1	Fibroblasts_Skin_associated_tissue_compartment6
Fzd2	Fibroblasts_Skin_associated_tissue_compartment6
Gas1	Fibroblasts_Skin_associated_tissue_compartment6
Gpc3	Fibroblasts_Skin_associated_tissue_compartment6
Gsta4	Fibroblasts_Skin_associated_tissue_compartment6
Gsto1	Fibroblasts_Skin_associated_tissue_compartment6
H2afy2	Fibroblasts_Skin_associated_tissue_compartment6
Hdgfrp3	Fibroblasts_Skin_associated_tissue_compartment6
Hes1	Fibroblasts_Skin_associated_tissue_compartment6
Hgf	Fibroblasts_Skin_associated_tissue_compartment6
Hmga2	Fibroblasts_Skin_associated_tissue_compartment6
Hoxc10	Fibroblasts_Skin_associated_tissue_compartment6
Hoxc9	Fibroblasts_Skin_associated_tissue_compartment6
Hpgd	Fibroblasts_Skin_associated_tissue_compartment6
Igf1	Fibroblasts_Skin_associated_tissue_compartment6
Igf2	Fibroblasts_Skin_associated_tissue_compartment6
Igfbp2	Fibroblasts_Skin_associated_tissue_compartment6
Igfbp4	Fibroblasts_Skin_associated_tissue_compartment6
Igfbp5	Fibroblasts_Skin_associated_tissue_compartment6
Jam3	Fibroblasts_Skin_associated_tissue_compartment6
Jun	Fibroblasts_Skin_associated_tissue_compartment6
Kcne4	Fibroblasts_Skin_associated_tissue_compartment6
Kcnk2	Fibroblasts_Skin_associated_tissue_compartment6
Kcnq1ot1	Fibroblasts_Skin_associated_tissue_compartment6
Kif26b	Fibroblasts_Skin_associated_tissue_compartment6
Ldb2	Fibroblasts_Skin_associated_tissue_compartment6
Lgr5	Fibroblasts_Skin_associated_tissue_compartment6
Lmo4	Fibroblasts_Skin_associated_tissue_compartment6
Lox	Fibroblasts_Skin_associated_tissue_compartment6
Lrrc17	Fibroblasts_Skin_associated_tissue_compartment6
Man2a1	Fibroblasts_Skin_associated_tissue_compartment6
Mdk	Fibroblasts_Skin_associated_tissue_compartment6
Meg3	Fibroblasts_Skin_associated_tissue_compartment6
Meis2	Fibroblasts_Skin_associated_tissue_compartment6
Mfap4	Fibroblasts_Skin_associated_tissue_compartment6
Mgst3	Fibroblasts_Skin_associated_tissue_compartment6
Myl9	Fibroblasts_Skin_associated_tissue_compartment6
Nek6	Fibroblasts_Skin_associated_tissue_compartment6
Nfia	Fibroblasts_Skin_associated_tissue_compartment6
Nfib	Fibroblasts_Skin_associated_tissue_compartment6
Npas3	Fibroblasts_Skin_associated_tissue_compartment6
Nr2f2	Fibroblasts_Skin_associated_tissue_compartment6
Nrk	Fibroblasts_Skin_associated_tissue_compartment6
Nrp2	Fibroblasts_Skin_associated_tissue_compartment6
Nxnl2	Fibroblasts_Skin_associated_tissue_compartment6
Ogn	Fibroblasts_Skin_associated_tissue_compartment6
Olfml3	Fibroblasts_Skin_associated_tissue_compartment6
Osr1	Fibroblasts_Skin_associated_tissue_compartment6
Pantr1	Fibroblasts_Skin_associated_tissue_compartment6
Parm1	Fibroblasts_Skin_associated_tissue_compartment6
Pfn2	Fibroblasts_Skin_associated_tissue_compartment6
Phgdh	Fibroblasts_Skin_associated_tissue_compartment6
Plpp3	Fibroblasts_Skin_associated_tissue_compartment6
Pou3f3	Fibroblasts_Skin_associated_tissue_compartment6
Ptx3	Fibroblasts_Skin_associated_tissue_compartment6
Rab11fip2	Fibroblasts_Skin_associated_tissue_compartment6
Rbms3	Fibroblasts_Skin_associated_tissue_compartment6
Rbp1	Fibroblasts_Skin_associated_tissue_compartment6
Rfx3	Fibroblasts_Skin_associated_tissue_compartment6
Rgcc	Fibroblasts_Skin_associated_tissue_compartment6
Rspo1	Fibroblasts_Skin_associated_tissue_compartment6
Runx2	Fibroblasts_Skin_associated_tissue_compartment6
S1pr3	Fibroblasts_Skin_associated_tissue_compartment6
Sh3gl3	Fibroblasts_Skin_associated_tissue_compartment6
Slc1a3	Fibroblasts_Skin_associated_tissue_compartment6
Smoc2	Fibroblasts_Skin_associated_tissue_compartment6
Sox4	Fibroblasts_Skin_associated_tissue_compartment6
St7	Fibroblasts_Skin_associated_tissue_compartment6
Stra6	Fibroblasts_Skin_associated_tissue_compartment6
Sulf2	Fibroblasts_Skin_associated_tissue_compartment6
Svep1	Fibroblasts_Skin_associated_tissue_compartment6
Syndig1	Fibroblasts_Skin_associated_tissue_compartment6
Tagln	Fibroblasts_Skin_associated_tissue_compartment6
Tenm3	Fibroblasts_Skin_associated_tissue_compartment6
Tes	Fibroblasts_Skin_associated_tissue_compartment6
Tgfb2	Fibroblasts_Skin_associated_tissue_compartment6
Tmem164	Fibroblasts_Skin_associated_tissue_compartment6
Tpm1	Fibroblasts_Skin_associated_tissue_compartment6
Tpm2	Fibroblasts_Skin_associated_tissue_compartment6
Wisp1	Fibroblasts_Skin_associated_tissue_compartment6
Wnt2	Fibroblasts_Skin_associated_tissue_compartment6
Wnt5a	Fibroblasts_Skin_associated_tissue_compartment6
Xist	Fibroblasts_Skin_associated_tissue_compartment6
Zfhx4	Fibroblasts_Skin_associated_tissue_compartment6
Acot7	Fibroblasts_Subcutaneous_interstitium
Acta2	Fibroblasts_Subcutaneous_interstitium
Adam33	Fibroblasts_Subcutaneous_interstitium
Adamts2	Fibroblasts_Subcutaneous_interstitium
Aebp1	Fibroblasts_Subcutaneous_interstitium
Agtr2	Fibroblasts_Subcutaneous_interstitium
Angptl4	Fibroblasts_Subcutaneous_interstitium
Anxa2	Fibroblasts_Subcutaneous_interstitium
Anxa5	Fibroblasts_Subcutaneous_interstitium
Aplp2	Fibroblasts_Subcutaneous_interstitium
Apoe	Fibroblasts_Subcutaneous_interstitium
Arhgdib	Fibroblasts_Subcutaneous_interstitium
Arpc1b	Fibroblasts_Subcutaneous_interstitium
Atf5	Fibroblasts_Subcutaneous_interstitium
Bend5	Fibroblasts_Subcutaneous_interstitium
Bgn	Fibroblasts_Subcutaneous_interstitium
Btg2	Fibroblasts_Subcutaneous_interstitium
C1qtnf2	Fibroblasts_Subcutaneous_interstitium
C1qtnf6	Fibroblasts_Subcutaneous_interstitium
Cd63	Fibroblasts_Subcutaneous_interstitium
Cd81	Fibroblasts_Subcutaneous_interstitium
Cdc42ep2	Fibroblasts_Subcutaneous_interstitium
Cdk1	Fibroblasts_Subcutaneous_interstitium
Celf2	Fibroblasts_Subcutaneous_interstitium
Ch25h	Fibroblasts_Subcutaneous_interstitium
Chst1	Fibroblasts_Subcutaneous_interstitium
Ckap4	Fibroblasts_Subcutaneous_interstitium
Col12a1	Fibroblasts_Subcutaneous_interstitium
Col1a1	Fibroblasts_Subcutaneous_interstitium
Col1a2	Fibroblasts_Subcutaneous_interstitium
Col3a1	Fibroblasts_Subcutaneous_interstitium
Col4a1	Fibroblasts_Subcutaneous_interstitium
Col6a1	Fibroblasts_Subcutaneous_interstitium
Col6a2	Fibroblasts_Subcutaneous_interstitium
Col6a3	Fibroblasts_Subcutaneous_interstitium
Comt	Fibroblasts_Subcutaneous_interstitium
Copz2	Fibroblasts_Subcutaneous_interstitium
Cox4i2	Fibroblasts_Subcutaneous_interstitium
Cpxm2	Fibroblasts_Subcutaneous_interstitium
Creb3l1	Fibroblasts_Subcutaneous_interstitium
Crip1	Fibroblasts_Subcutaneous_interstitium
Ctsh	Fibroblasts_Subcutaneous_interstitium
Ctsk	Fibroblasts_Subcutaneous_interstitium
Cxcl12	Fibroblasts_Subcutaneous_interstitium
Cxcl14	Fibroblasts_Subcutaneous_interstitium
Cyr61	Fibroblasts_Subcutaneous_interstitium
Dcn	Fibroblasts_Subcutaneous_interstitium
Dnajc15	Fibroblasts_Subcutaneous_interstitium
Dpt	Fibroblasts_Subcutaneous_interstitium
Ebf1	Fibroblasts_Subcutaneous_interstitium
Ech1	Fibroblasts_Subcutaneous_interstitium
Efemp1	Fibroblasts_Subcutaneous_interstitium
Egr1	Fibroblasts_Subcutaneous_interstitium
Eif4ebp1	Fibroblasts_Subcutaneous_interstitium
Fam110b	Fibroblasts_Subcutaneous_interstitium
Fam46a	Fibroblasts_Subcutaneous_interstitium
Figf	Fibroblasts_Subcutaneous_interstitium
Fkbp10	Fibroblasts_Subcutaneous_interstitium
Fkbp11	Fibroblasts_Subcutaneous_interstitium
Fkbp9	Fibroblasts_Subcutaneous_interstitium
Fos	Fibroblasts_Subcutaneous_interstitium
Gadd45b	Fibroblasts_Subcutaneous_interstitium
Gnl3	Fibroblasts_Subcutaneous_interstitium
Gpx7	Fibroblasts_Subcutaneous_interstitium
H19	Fibroblasts_Subcutaneous_interstitium
Hes1	Fibroblasts_Subcutaneous_interstitium
Hmgn3	Fibroblasts_Subcutaneous_interstitium
Hspa1a	Fibroblasts_Subcutaneous_interstitium
Idh2	Fibroblasts_Subcutaneous_interstitium
Ier2	Fibroblasts_Subcutaneous_interstitium
Ifitm1	Fibroblasts_Subcutaneous_interstitium
Ifitm3	Fibroblasts_Subcutaneous_interstitium
Il11ra1	Fibroblasts_Subcutaneous_interstitium
Jun	Fibroblasts_Subcutaneous_interstitium
Junb	Fibroblasts_Subcutaneous_interstitium
Kctd12	Fibroblasts_Subcutaneous_interstitium
Kdelr3	Fibroblasts_Subcutaneous_interstitium
Kitl	Fibroblasts_Subcutaneous_interstitium
Klf2	Fibroblasts_Subcutaneous_interstitium
Lgals1	Fibroblasts_Subcutaneous_interstitium
Lmna	Fibroblasts_Subcutaneous_interstitium
Lum	Fibroblasts_Subcutaneous_interstitium
Ly6h	Fibroblasts_Subcutaneous_interstitium
Matn2	Fibroblasts_Subcutaneous_interstitium
Mfge8	Fibroblasts_Subcutaneous_interstitium
Nnmt	Fibroblasts_Subcutaneous_interstitium
Nr4a1	Fibroblasts_Subcutaneous_interstitium
Nrp1	Fibroblasts_Subcutaneous_interstitium
Nt5e	Fibroblasts_Subcutaneous_interstitium
Oaf	Fibroblasts_Subcutaneous_interstitium
Osr2	Fibroblasts_Subcutaneous_interstitium
Ostf1	Fibroblasts_Subcutaneous_interstitium
P3h1	Fibroblasts_Subcutaneous_interstitium
Pappa2	Fibroblasts_Subcutaneous_interstitium
Pcolce	Fibroblasts_Subcutaneous_interstitium
Pcsk9	Fibroblasts_Subcutaneous_interstitium
Pdgfrb	Fibroblasts_Subcutaneous_interstitium
Pdia6	Fibroblasts_Subcutaneous_interstitium
Pdlim1	Fibroblasts_Subcutaneous_interstitium
Penk	Fibroblasts_Subcutaneous_interstitium
Plod1	Fibroblasts_Subcutaneous_interstitium
Pmp22	Fibroblasts_Subcutaneous_interstitium
Prdx4	Fibroblasts_Subcutaneous_interstitium
Ptgfr	Fibroblasts_Subcutaneous_interstitium
Ramp2	Fibroblasts_Subcutaneous_interstitium
Rcn3	Fibroblasts_Subcutaneous_interstitium
Rpn2	Fibroblasts_Subcutaneous_interstitium
Rspo1	Fibroblasts_Subcutaneous_interstitium
S100a10	Fibroblasts_Subcutaneous_interstitium
Sat1	Fibroblasts_Subcutaneous_interstitium
Sema6a	Fibroblasts_Subcutaneous_interstitium
Serpinh1	Fibroblasts_Subcutaneous_interstitium
Snai1	Fibroblasts_Subcutaneous_interstitium
Sparc	Fibroblasts_Subcutaneous_interstitium
Srm	Fibroblasts_Subcutaneous_interstitium
Ssr4	Fibroblasts_Subcutaneous_interstitium
Tagln2	Fibroblasts_Subcutaneous_interstitium
Thy1	Fibroblasts_Subcutaneous_interstitium
Tmem97	Fibroblasts_Subcutaneous_interstitium
Tubb6	Fibroblasts_Subcutaneous_interstitium
Txndc5	Fibroblasts_Subcutaneous_interstitium
Vgll3	Fibroblasts_Subcutaneous_interstitium
Vim	Fibroblasts_Subcutaneous_interstitium
Vstm4	Fibroblasts_Subcutaneous_interstitium
Wnt4	Fibroblasts_Subcutaneous_interstitium
Zeb2	Fibroblasts_Subcutaneous_interstitium
Zfp385b	Fibroblasts_Subcutaneous_interstitium
2810417H13Rik	Fibroblasts_Upper_dermis1
Abracl	Fibroblasts_Upper_dermis1
Actr3	Fibroblasts_Upper_dermis1
Adamtsl1	Fibroblasts_Upper_dermis1
Aebp2	Fibroblasts_Upper_dermis1
Arhgdib	Fibroblasts_Upper_dermis1
Axin2	Fibroblasts_Upper_dermis1
Bcl11b	Fibroblasts_Upper_dermis1
Bdnf	Fibroblasts_Upper_dermis1
Bex1	Fibroblasts_Upper_dermis1
Bex2	Fibroblasts_Upper_dermis1
Bex4	Fibroblasts_Upper_dermis1
Casz1	Fibroblasts_Upper_dermis1
Cd24a	Fibroblasts_Upper_dermis1
Cfl1	Fibroblasts_Upper_dermis1
Crnde	Fibroblasts_Upper_dermis1
Cxcl12	Fibroblasts_Upper_dermis1
Dnajc15	Fibroblasts_Upper_dermis1
Dpp6	Fibroblasts_Upper_dermis1
Eif1b	Fibroblasts_Upper_dermis1
Eml4	Fibroblasts_Upper_dermis1
Flrt2	Fibroblasts_Upper_dermis1
Flrt3	Fibroblasts_Upper_dermis1
Gad2	Fibroblasts_Upper_dermis1
Gap43	Fibroblasts_Upper_dermis1
Grem1	Fibroblasts_Upper_dermis1
Hist1h2ap	Fibroblasts_Upper_dermis1
Hmgb3	Fibroblasts_Upper_dermis1
Hn1	Fibroblasts_Upper_dermis1
Hoxc4	Fibroblasts_Upper_dermis1
Hoxc5	Fibroblasts_Upper_dermis1
Id3	Fibroblasts_Upper_dermis1
Irx1	Fibroblasts_Upper_dermis1
Irx3	Fibroblasts_Upper_dermis1
Irx5	Fibroblasts_Upper_dermis1
Ivns1abp	Fibroblasts_Upper_dermis1
Jarid2	Fibroblasts_Upper_dermis1
Lef1	Fibroblasts_Upper_dermis1
Lin7a	Fibroblasts_Upper_dermis1
Lix1	Fibroblasts_Upper_dermis1
Lsamp	Fibroblasts_Upper_dermis1
Mlf1	Fibroblasts_Upper_dermis1
Nebl	Fibroblasts_Upper_dermis1
Nes	Fibroblasts_Upper_dermis1
Ngfrap1	Fibroblasts_Upper_dermis1
Nkd1	Fibroblasts_Upper_dermis1
Nnat	Fibroblasts_Upper_dermis1
Nrgn	Fibroblasts_Upper_dermis1
Ntm	Fibroblasts_Upper_dermis1
Nuak1	Fibroblasts_Upper_dermis1
Peg3	Fibroblasts_Upper_dermis1
Pid1	Fibroblasts_Upper_dermis1
Pth1r	Fibroblasts_Upper_dermis1
Pycr1	Fibroblasts_Upper_dermis1
Rac3	Fibroblasts_Upper_dermis1
Robo2	Fibroblasts_Upper_dermis1
Rprm	Fibroblasts_Upper_dermis1
Sdc2	Fibroblasts_Upper_dermis1
Slc9a3r1	Fibroblasts_Upper_dermis1
Sostdc1	Fibroblasts_Upper_dermis1
Sox11	Fibroblasts_Upper_dermis1
Sp5	Fibroblasts_Upper_dermis1
Spock3	Fibroblasts_Upper_dermis1
Stmn1	Fibroblasts_Upper_dermis1
Tango2	Fibroblasts_Upper_dermis1
Tbx15	Fibroblasts_Upper_dermis1
Tceal8	Fibroblasts_Upper_dermis1
Tex15	Fibroblasts_Upper_dermis1
Tmem132c	Fibroblasts_Upper_dermis1
Tnfrsf19	Fibroblasts_Upper_dermis1
Tuba1a	Fibroblasts_Upper_dermis1
Tubb2b	Fibroblasts_Upper_dermis1
Tubb3	Fibroblasts_Upper_dermis1
Twist2	Fibroblasts_Upper_dermis1
Txn1	Fibroblasts_Upper_dermis1
Vcan	Fibroblasts_Upper_dermis1
Vcl	Fibroblasts_Upper_dermis1
Wbp5	Fibroblasts_Upper_dermis1
Zic1	Fibroblasts_Upper_dermis1
Zic4	Fibroblasts_Upper_dermis1
2700094K13Rik	Fibroblasts_Upper_dermis2
a	Fibroblasts_Upper_dermis2
Acadl	Fibroblasts_Upper_dermis2
Ammecr1	Fibroblasts_Upper_dermis2
Anp32b	Fibroblasts_Upper_dermis2
Anp32e	Fibroblasts_Upper_dermis2
Anxa5	Fibroblasts_Upper_dermis2
Aplp2	Fibroblasts_Upper_dermis2
Arhgdib	Fibroblasts_Upper_dermis2
Ass1	Fibroblasts_Upper_dermis2
Atf5	Fibroblasts_Upper_dermis2
Atp5a1	Fibroblasts_Upper_dermis2
Atp5b	Fibroblasts_Upper_dermis2
Atp5g2	Fibroblasts_Upper_dermis2
Bbip1	Fibroblasts_Upper_dermis2
Bcl11a	Fibroblasts_Upper_dermis2
Bcl11b	Fibroblasts_Upper_dermis2
Bgn	Fibroblasts_Upper_dermis2
Birc5	Fibroblasts_Upper_dermis2
Bzw1	Fibroblasts_Upper_dermis2
C1qtnf2	Fibroblasts_Upper_dermis2
Cacybp	Fibroblasts_Upper_dermis2
Calb1	Fibroblasts_Upper_dermis2
Calm1	Fibroblasts_Upper_dermis2
Casz1	Fibroblasts_Upper_dermis2
Cav1	Fibroblasts_Upper_dermis2
Ccna2	Fibroblasts_Upper_dermis2
Ccnb2	Fibroblasts_Upper_dermis2
Cct5	Fibroblasts_Upper_dermis2
Cct8	Fibroblasts_Upper_dermis2
Cd63	Fibroblasts_Upper_dermis2
Cdc20	Fibroblasts_Upper_dermis2
Cdca3	Fibroblasts_Upper_dermis2
Cdca8	Fibroblasts_Upper_dermis2
Cdkn3	Fibroblasts_Upper_dermis2
Cenpa	Fibroblasts_Upper_dermis2
Cenpw	Fibroblasts_Upper_dermis2
Cks2	Fibroblasts_Upper_dermis2
Clic1	Fibroblasts_Upper_dermis2
Cnbp	Fibroblasts_Upper_dermis2
Col6a1	Fibroblasts_Upper_dermis2
Col6a3	Fibroblasts_Upper_dermis2
Cpxm2	Fibroblasts_Upper_dermis2
Crabp1	Fibroblasts_Upper_dermis2
Crip1	Fibroblasts_Upper_dermis2
Ctsb	Fibroblasts_Upper_dermis2
Ctsh	Fibroblasts_Upper_dermis2
Cxcl14	Fibroblasts_Upper_dermis2
Dcn	Fibroblasts_Upper_dermis2
Ddx39	Fibroblasts_Upper_dermis2
Dkk1	Fibroblasts_Upper_dermis2
Dpysl3	Fibroblasts_Upper_dermis2
Dynll1	Fibroblasts_Upper_dermis2
Ecscr	Fibroblasts_Upper_dermis2
Eif4a1	Fibroblasts_Upper_dermis2
Emp1	Fibroblasts_Upper_dermis2
Emp2	Fibroblasts_Upper_dermis2
Emp3	Fibroblasts_Upper_dermis2
Fam132a	Fibroblasts_Upper_dermis2
Fbln1	Fibroblasts_Upper_dermis2
Fscn1	Fibroblasts_Upper_dermis2
Fth1	Fibroblasts_Upper_dermis2
Gdi2	Fibroblasts_Upper_dermis2
Gmps	Fibroblasts_Upper_dermis2
Gng11	Fibroblasts_Upper_dermis2
Gng12	Fibroblasts_Upper_dermis2
Gpx7	Fibroblasts_Upper_dermis2
H2afz	Fibroblasts_Upper_dermis2
Hdgf	Fibroblasts_Upper_dermis2
Hist1h2bc	Fibroblasts_Upper_dermis2
Hmgb1	Fibroblasts_Upper_dermis2
Hmgb2	Fibroblasts_Upper_dermis2
Hmgb3	Fibroblasts_Upper_dermis2
Hmgn2	Fibroblasts_Upper_dermis2
Hmgn3	Fibroblasts_Upper_dermis2
Hmgn5	Fibroblasts_Upper_dermis2
Hmmr	Fibroblasts_Upper_dermis2
Hnrnpa2b1	Fibroblasts_Upper_dermis2
Hnrnpk	Fibroblasts_Upper_dermis2
Hp1bp3	Fibroblasts_Upper_dermis2
Hsp90b1	Fibroblasts_Upper_dermis2
Hspa9	Fibroblasts_Upper_dermis2
Idi1	Fibroblasts_Upper_dermis2
Irx1	Fibroblasts_Upper_dermis2
Kdelr3	Fibroblasts_Upper_dermis2
Kif20a	Fibroblasts_Upper_dermis2
Knstrn	Fibroblasts_Upper_dermis2
Ldha	Fibroblasts_Upper_dermis2
Lgals1	Fibroblasts_Upper_dermis2
Lhfp	Fibroblasts_Upper_dermis2
Lix1	Fibroblasts_Upper_dermis2
Lmna	Fibroblasts_Upper_dermis2
Lmnb1	Fibroblasts_Upper_dermis2
Lockd	Fibroblasts_Upper_dermis2
Lrrc32	Fibroblasts_Upper_dermis2
Lum	Fibroblasts_Upper_dermis2
Map2k1	Fibroblasts_Upper_dermis2
Mpp1	Fibroblasts_Upper_dermis2
Nbl1	Fibroblasts_Upper_dermis2
Ngfr	Fibroblasts_Upper_dermis2
Nrgn	Fibroblasts_Upper_dermis2
Nrn1	Fibroblasts_Upper_dermis2
Nrp1	Fibroblasts_Upper_dermis2
Nt5e	Fibroblasts_Upper_dermis2
Nucks1	Fibroblasts_Upper_dermis2
Oat	Fibroblasts_Upper_dermis2
Ostf1	Fibroblasts_Upper_dermis2
P4ha2	Fibroblasts_Upper_dermis2
Pdha1	Fibroblasts_Upper_dermis2
Penk	Fibroblasts_Upper_dermis2
Ppp1ca	Fibroblasts_Upper_dermis2
Ppp2r4	Fibroblasts_Upper_dermis2
Prdx6	Fibroblasts_Upper_dermis2
Prrx2	Fibroblasts_Upper_dermis2
Psmc5	Fibroblasts_Upper_dermis2
Pten	Fibroblasts_Upper_dermis2
Ptgr1	Fibroblasts_Upper_dermis2
Pth1r	Fibroblasts_Upper_dermis2
Ptms	Fibroblasts_Upper_dermis2
Ptrf	Fibroblasts_Upper_dermis2
Racgap1	Fibroblasts_Upper_dermis2
Ramp2	Fibroblasts_Upper_dermis2
Ran	Fibroblasts_Upper_dermis2
Rangap1	Fibroblasts_Upper_dermis2
Rbm3	Fibroblasts_Upper_dermis2
Reep5	Fibroblasts_Upper_dermis2
Rhoj	Fibroblasts_Upper_dermis2
Rnaseh2c	Fibroblasts_Upper_dermis2
Rnf26	Fibroblasts_Upper_dermis2
Rspo1	Fibroblasts_Upper_dermis2
Runx3	Fibroblasts_Upper_dermis2
Sema6d	Fibroblasts_Upper_dermis2
Sept11	Fibroblasts_Upper_dermis2
Sept7	Fibroblasts_Upper_dermis2
Serpinb6a	Fibroblasts_Upper_dermis2
Serpinc1	Fibroblasts_Upper_dermis2
Sfpq	Fibroblasts_Upper_dermis2
Sfrp5	Fibroblasts_Upper_dermis2
Slc25a5	Fibroblasts_Upper_dermis2
Smarcd2	Fibroblasts_Upper_dermis2
Snai1	Fibroblasts_Upper_dermis2
Snrpa1	Fibroblasts_Upper_dermis2
Sp5	Fibroblasts_Upper_dermis2
Svbp	Fibroblasts_Upper_dermis2
Tacc3	Fibroblasts_Upper_dermis2
Tax1bp1	Fibroblasts_Upper_dermis2
Tex15	Fibroblasts_Upper_dermis2
Thy1	Fibroblasts_Upper_dermis2
Tmbim6	Fibroblasts_Upper_dermis2
Tmem123	Fibroblasts_Upper_dermis2
Tmem97	Fibroblasts_Upper_dermis2
Tpx2	Fibroblasts_Upper_dermis2
Tuba1b	Fibroblasts_Upper_dermis2
Tubb2a	Fibroblasts_Upper_dermis2
Tubb4b	Fibroblasts_Upper_dermis2
Tubb6	Fibroblasts_Upper_dermis2
Twist2	Fibroblasts_Upper_dermis2
Uqcrc1	Fibroblasts_Upper_dermis2
Vcam1	Fibroblasts_Upper_dermis2
Vim	Fibroblasts_Upper_dermis2
Wif1	Fibroblasts_Upper_dermis2
Zeb2	Fibroblasts_Upper_dermis2
2010111I01Rik	Fibroblasts_Upper_dermis3
5930412G12Rik	Fibroblasts_Upper_dermis3
a	Fibroblasts_Upper_dermis3
Acaa2	Fibroblasts_Upper_dermis3
Acadl	Fibroblasts_Upper_dermis3
Acap2	Fibroblasts_Upper_dermis3
Adgrl2	Fibroblasts_Upper_dermis3
Adrbk2	Fibroblasts_Upper_dermis3
Akap2	Fibroblasts_Upper_dermis3
Aldh2	Fibroblasts_Upper_dermis3
Ammecr1	Fibroblasts_Upper_dermis3
Ano1	Fibroblasts_Upper_dermis3
Anxa5	Fibroblasts_Upper_dermis3
Anxa6	Fibroblasts_Upper_dermis3
Apela	Fibroblasts_Upper_dermis3
Aplp2	Fibroblasts_Upper_dermis3
Arhgdib	Fibroblasts_Upper_dermis3
Ass1	Fibroblasts_Upper_dermis3
Atp5b	Fibroblasts_Upper_dermis3
Atp5g2	Fibroblasts_Upper_dermis3
Baiap2l2	Fibroblasts_Upper_dermis3
Bcl11a	Fibroblasts_Upper_dermis3
Bcl11b	Fibroblasts_Upper_dermis3
Bex1	Fibroblasts_Upper_dermis3
Bgn	Fibroblasts_Upper_dermis3
Btg1	Fibroblasts_Upper_dermis3
C1qtnf2	Fibroblasts_Upper_dermis3
C1qtnf7	Fibroblasts_Upper_dermis3
Calb1	Fibroblasts_Upper_dermis3
Calm1	Fibroblasts_Upper_dermis3
Casz1	Fibroblasts_Upper_dermis3
Cav1	Fibroblasts_Upper_dermis3
Cbfa2t3	Fibroblasts_Upper_dermis3
Cblb	Fibroblasts_Upper_dermis3
Cbr3	Fibroblasts_Upper_dermis3
Ccdc12	Fibroblasts_Upper_dermis3
Ccnd1	Fibroblasts_Upper_dermis3
Cd47	Fibroblasts_Upper_dermis3
Cd81	Fibroblasts_Upper_dermis3
Cdkn1a	Fibroblasts_Upper_dermis3
Ckb	Fibroblasts_Upper_dermis3
Col6a1	Fibroblasts_Upper_dermis3
Col6a2	Fibroblasts_Upper_dermis3
Col6a3	Fibroblasts_Upper_dermis3
Col7a1	Fibroblasts_Upper_dermis3
Cpne5	Fibroblasts_Upper_dermis3
Cpne8	Fibroblasts_Upper_dermis3
Cpxm2	Fibroblasts_Upper_dermis3
Crabp1	Fibroblasts_Upper_dermis3
Crip1	Fibroblasts_Upper_dermis3
Ctsb	Fibroblasts_Upper_dermis3
Ctsh	Fibroblasts_Upper_dermis3
Ctsz	Fibroblasts_Upper_dermis3
Dclk1	Fibroblasts_Upper_dermis3
Dcn	Fibroblasts_Upper_dermis3
Ddah1	Fibroblasts_Upper_dermis3
Dixdc1	Fibroblasts_Upper_dermis3
Dkk1	Fibroblasts_Upper_dermis3
Dpysl3	Fibroblasts_Upper_dermis3
Dusp6	Fibroblasts_Upper_dermis3
Ech1	Fibroblasts_Upper_dermis3
Ecscr	Fibroblasts_Upper_dermis3
Edaradd	Fibroblasts_Upper_dermis3
Ednra	Fibroblasts_Upper_dermis3
Efna5	Fibroblasts_Upper_dermis3
Ehd4	Fibroblasts_Upper_dermis3
Eln	Fibroblasts_Upper_dermis3
Emid1	Fibroblasts_Upper_dermis3
Emilin3	Fibroblasts_Upper_dermis3
Emp2	Fibroblasts_Upper_dermis3
Emp3	Fibroblasts_Upper_dermis3
Enpp2	Fibroblasts_Upper_dermis3
Eps15	Fibroblasts_Upper_dermis3
Eva1b	Fibroblasts_Upper_dermis3
Fabp5	Fibroblasts_Upper_dermis3
Fam107b	Fibroblasts_Upper_dermis3
Fam111a	Fibroblasts_Upper_dermis3
Fam132a	Fibroblasts_Upper_dermis3
Fbln1	Fibroblasts_Upper_dermis3
Fgfr1	Fibroblasts_Upper_dermis3
Frem1	Fibroblasts_Upper_dermis3
Fscn1	Fibroblasts_Upper_dermis3
Fth1	Fibroblasts_Upper_dermis3
Fxyd5	Fibroblasts_Upper_dermis3
